"title","type","release_year","age_certification","runtime","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","main_genre","country"
"Guatemala: Heart of the Mayan World","MOVIE",2019,NA,66,NA,6.6,218,2.641,7,"documentation","Other"
"Nailed It! Mexico","SHOW",2019,"TV-PG",32,3,6.2,308,6.237,7.1,"reality","Mexico"
"Raat Akeli Hai","MOVIE",2020,NA,149,NA,7.3,17570,5.138,7.2,"thriller","India"
"The Spooky Tale of Captain Underpants Hack-a-Ween","MOVIE",2019,NA,45,NA,6,201,5.229,5.9,"comedy","USA"
"Country Ever After","SHOW",2020,"TV-PG",24,1,6.3,169,0.777,9.7,"reality","USA"
"Dogwashers","MOVIE",2020,NA,107,NA,5.8,597,43.263,6.5,"comedy","Argentina"
"Mighty Little Bheem","SHOW",2019,"TV-Y",6,3,6.4,249,8.062,8.2,"comedy","USA"
"Hospital","MOVIE",2020,NA,89,NA,NA,NA,5.405,5.9,"thriller","Taiwan"
"The Day I Lost My Shadow","MOVIE",2019,NA,94,NA,6.1,239,1.822,6,"drama","Other"
"Shanghai Fortress","MOVIE",2019,NA,107,NA,4.3,2345,80.294,5.6,"scifi","China"
"Thiago Ventura: POKAS","MOVIE",2020,NA,82,NA,6.4,190,3.355,7.1,"comedy","Brazil"
"Graceful Friends","SHOW",2020,"TV-MA",68,1,NA,NA,5.348,8.8,"drama","Korea"
"Rhyme Time Town","SHOW",2020,"TV-Y",23,2,7.5,78,8.925,8.2,"animation","USA"
"Hunter in the Blue Side of Manchester","MOVIE",2020,NA,89,NA,5.8,43,1.267,NA,"drama","Indonesia"
"Sakho & Mangane","SHOW",2019,"TV-MA",51,1,6.5,131,2.609,7,"action","Other"
"Bhaag Beanie Bhaag","SHOW",2020,NA,29,1,NA,NA,2.688,7.7,"drama","India"
"Romance Doll","MOVIE",2020,NA,123,NA,NA,NA,6.424,5.5,"drama","Japan"
"Sitara","MOVIE",2019,NA,128,NA,8,5,0.943,7.1,"drama","India"
"Torbaaz","MOVIE",2020,NA,132,NA,7,17828,1.825,7.6,"drama","India"
"Feo pero Sabroso","MOVIE",2019,NA,90,NA,4.3,169,16.078,6.9,"comedy","Other"
"Nothing to Lose 2","MOVIE",2019,"PG-13",96,NA,3.8,651,NA,NA,"drama","Brazil"
"Manmadhudu 2","MOVIE",2019,NA,155,NA,4.8,693,2.727,6,"comedy","India"
"After the Raid","MOVIE",2019,NA,25,NA,NA,NA,1.905,5,"documentation","USA"
"Kevin Hart's Guide to Black History","MOVIE",2019,"PG",63,NA,5.5,1332,4.301,5.4,"comedy","USA"
"Crazy Awesome Teachers","MOVIE",2020,NA,101,NA,6.2,438,2.768,5.3,"comedy","Indonesia"
"Coronavirus, Explained","SHOW",2020,"TV-PG",23,1,7.6,2223,8.891,7.3,"documentation","USA"
"Oh! Baby","MOVIE",2019,NA,161,NA,NA,NA,2.584,6.8,"fantasy","India"
"ReMastered: The Lion's Share","MOVIE",2019,"PG-13",84,NA,6.9,628,3.967,6.8,"music","USA"
"ReMastered: Massacre at the Stadium","MOVIE",2019,NA,64,NA,7.2,771,3.158,7.7,"documentation","Other"
"Iliza Shlesinger: Unveiled","MOVIE",2019,NA,78,NA,6.5,1664,4.784,6.5,"comedy","USA"
"Door Ke Darshan","MOVIE",2020,NA,114,NA,NA,NA,1.923,5.2,"drama","India"
"Motichoor Chaknachoor","MOVIE",2019,NA,150,NA,5.8,2774,3.512,6.7,"comedy","India"
"The Match","MOVIE",2020,NA,96,NA,NA,NA,5.275,5.7,"drama","Italy"
"Any Crybabies Around?","MOVIE",2020,NA,106,NA,6,155,2.113,5,"drama","Japan"
"Free Rein: Valentine's Day","MOVIE",2019,NA,50,NA,NA,NA,6.146,7.4,"romance","USA"
"Hasmukh","SHOW",2020,"TV-MA",32,1,5.3,2673,3.347,7,"crime","India"
"Bulletproof 2","MOVIE",2020,NA,97,NA,3.5,609,11.678,6.8,"crime","USA"
"The Body","MOVIE",2019,NA,104,NA,5.5,3321,5.097,5.7,"thriller","India"
"A Little Thing Called First Love","SHOW",2019,NA,42,1,8,366,27.399,9.2,"comedy","China"
"A Choo","MOVIE",2020,NA,101,NA,5.4,357,4.007,5,"comedy","Taiwan"
"You Are My Home","MOVIE",2020,NA,92,NA,NA,NA,4.746,7.3,"family","USA"
"Uyare","MOVIE",2019,NA,125,NA,8.1,3522,3.844,7.7,"drama","India"
"Eeb Allay Ooo!","MOVIE",2020,NA,97,NA,7.2,1532,2.193,8,"drama","India"
"The House of Flowers Presents: The Funeral","MOVIE",2019,NA,35,NA,NA,NA,4.201,6.9,"comedy","Mexico"
"Spookley and the Christmas Kittens","MOVIE",2019,NA,44,NA,NA,NA,2.076,NA,"animation","USA"
"Axone","MOVIE",2019,NA,96,NA,6.9,2182,2.268,5.6,"drama","India"
"Choked: Paisa Bolta Hai","MOVIE",2020,NA,114,NA,5.7,5333,2.882,6.7,"drama","India"
"Tiffany Haddish Presents: They Ready","SHOW",2019,"TV-14",23,2,6.5,555,2.37,6.2,"comedy","USA"
"Afonso Padilha: Classless","MOVIE",2020,NA,63,NA,6.9,194,2.765,8.4,"comedy","Brazil"
"Irandam Ulagaporin Kadaisi Gundu","MOVIE",2019,NA,141,NA,7.2,960,2.243,6.3,"drama","India"
"A Queen Is Born","SHOW",2020,NA,44,1,5.9,148,2.23,10,"reality","Brazil"
"Antoine Griezmann: The Making of a Legend","MOVIE",2019,NA,60,NA,6.5,1128,4.756,7.1,"documentation","France"
"Mundina Nildana","MOVIE",2019,NA,106,NA,6.2,363,1.266,6,"romance","India"
"Go! The Unforgettable Party","MOVIE",2019,NA,60,NA,5,138,16.962,7.7,"music","Argentina"
"Scarecrow","MOVIE",2019,NA,126,NA,NA,NA,1.996,5.3,"comedy","Other"
"Edoardo Ferrario: Temi Caldi","MOVIE",2019,NA,65,NA,6.4,130,2.754,7,"comedy","Italy"
"Tiffany Haddish: Black Mitzvah","MOVIE",2019,NA,55,NA,6.2,956,2.752,6.3,"comedy","USA"
"Birders","MOVIE",2019,NA,37,NA,NA,NA,2.923,6.8,"documentation","Mexico"
"Sing On! Spain","SHOW",2020,"TV-G",39,1,6,130,1.86,8.5,"music","Spain"
"Aziza","MOVIE",2019,NA,13,NA,NA,NA,0.84,7,"comedy","Other"
"Sillu Karupatti","MOVIE",2019,"G",138,NA,8,1723,2.836,7.4,"drama","India"
"The Lost Okoroshi","MOVIE",2020,NA,94,NA,5.8,172,1.731,7.3,"action","Nigeria"
"Cooked With Cannabis","SHOW",2020,"TV-MA",37,1,6.5,340,3.838,NA,"reality","USA"
"Kappela","MOVIE",2020,NA,113,NA,7.5,3212,NA,NA,"comedy","India"
"Adam Devine: Best Time of Our Lives","MOVIE",2019,"PG-13",58,NA,5.9,946,2.244,6.5,"comedy","USA"
"Mo Gilligan: Momentum","MOVIE",2019,NA,64,NA,6.3,434,3.236,5.3,"comedy","UK"
"Uncovered","MOVIE",2019,NA,95,NA,4.8,21,1.749,NA,"drama","Other"
"London Hughes: To Catch A D*ck","MOVIE",2020,NA,60,NA,4.7,318,2.472,6.6,"comedy","USA"
"Kandasamys: The Wedding","MOVIE",2019,NA,98,NA,6,226,2.631,8.4,"comedy","Other"
"Velvet Colección: Grand Finale","MOVIE",2020,NA,82,NA,7.2,8,1.96,4,"comedy","USA"
"Dark City Beneath the Beat","MOVIE",2020,NA,65,NA,6.7,138,1.97,7,"music","USA"
"Redemption","MOVIE",2019,NA,100,NA,6,171,3.337,6.8,"action","Other"
"Mi amigo Alexis","MOVIE",2019,NA,100,NA,5.1,341,3.153,6.3,"comedy","Other"
"Oldsters","SHOW",2020,"TV-MA",48,1,NA,NA,5.151,NA,"comedy","Other"
"Citation","MOVIE",2020,NA,151,NA,6.1,958,6.216,7.4,"thriller","Nigeria"
"Voices of Fire","SHOW",2020,"TV-PG",36,1,6.8,382,4.411,8,"music","USA"
"Hot Gimmick: Girl Meets Boy","MOVIE",2019,NA,119,NA,NA,NA,5.199,6.2,"romance","Japan"
"Larry Charles' Dangerous World of Comedy","SHOW",2019,"TV-MA",0,1,7.3,570,1.4,6,"documentation","USA"
"Whindersson Nunes: Adulto","MOVIE",2019,NA,68,NA,7,348,4.593,8.1,"comedy","Brazil"
"Bhangra Paa Le","MOVIE",2020,NA,131,NA,6.2,353,4.036,5.8,"music","India"
"Anelka: Misunderstood","MOVIE",2020,NA,94,NA,6.4,3120,7.002,6.5,"documentation","France"
"Fadily Camara: La plus drôle de tes copines","MOVIE",2019,NA,54,NA,5.7,46,2.199,6.3,"comedy","France"
"Thambi","MOVIE",2019,NA,150,NA,NA,NA,2.432,6.4,"thriller","India"
"Òlòtūré","MOVIE",2019,NA,106,NA,5.5,774,6.252,6.1,"drama","Nigeria"
"La Vocera","MOVIE",2020,NA,82,NA,7.2,54,1.598,8,"documentation","Mexico"
"Money Trap","MOVIE",2019,NA,121,NA,6,14221,5.845,5.7,"crime","Turkey"
"Rob Schneider: Asian Momma, Mexican Kids","MOVIE",2020,NA,44,NA,5.5,716,4.934,6.4,"comedy","USA"
"Kill Me If You Dare","MOVIE",2019,NA,104,NA,4.4,1737,2.095,4.2,"comedy","Turkey"
"Seriously Single","MOVIE",2020,NA,107,NA,4.4,1258,6.536,7.1,"romance","Other"
"Legend Quest: Masters of Myth","SHOW",2019,"TV-Y7",25,1,7.6,126,2.645,10,"action","Mexico"
"Alex Fernández: The Best Comedian in the World","MOVIE",2020,NA,51,NA,6.2,139,1.505,7.5,"comedy","Mexico"
"Asura Guru","MOVIE",2020,NA,120,NA,3.2,316,NA,NA,"crime","India"
"Hong Kong West Side Stories","SHOW",2019,"TV-MA",23,2,5.7,6,3.24,8.3,"drama","Other"
"Lift Like a Girl","MOVIE",2020,NA,93,NA,7.8,208,1.551,7,"documentation","Other"
"Wanted - Matloubin","MOVIE",2019,NA,90,NA,7.2,616,NA,NA,"comedy","Other"
"Gone","MOVIE",2020,NA,15,NA,7.1,18,1.174,NA,"horror","Australia"
"Charlie's Colorforms City","SHOW",2019,"TV-Y",23,4,7,148,2.985,8.5,"animation","USA"
"The Legend of White Snake","SHOW",2019,"TV-14",46,1,7.4,224,5.267,9,"scifi","China"
"A Family Reunion Christmas","MOVIE",2019,NA,29,NA,5.8,216,4.092,6.1,"comedy","USA"
"Miss India","MOVIE",2020,NA,136,NA,NA,NA,2.237,5.2,"drama","India"
"Mayday Life","MOVIE",2019,NA,112,NA,6.7,122,3.91,8,"documentation","Taiwan"
"Mujeres arriba","MOVIE",2020,NA,100,NA,3.8,468,7.962,7.5,"comedy","Other"
"Bangkok Love Stories: Plead","SHOW",2019,NA,44,1,7.3,57,3.737,9,"drama","Other"
"Guna 369","MOVIE",2019,NA,146,NA,6.7,19,2.085,5,"romance","India"
"Dino Girl Gauko","SHOW",2019,NA,9,2,6.6,71,4.788,9,"animation","Japan"
"Léa & I","MOVIE",2019,NA,84,NA,6.5,215,2.792,5.9,"documentation","USA"
"Bookmarks: Celebrating Black Voices","SHOW",2020,"TV-G",7,1,5,160,3.193,8,"family","USA"
"Hikaru Utada Laughter in the Dark Tour 2018","MOVIE",2019,"G",141,NA,8.3,81,3.202,8,"documentation","Japan"
"The Netflix Afterparty: The Best Shows of The Worst Year","MOVIE",2020,NA,59,NA,NA,NA,2.102,6,"documentation","USA"
"George Lopez: We'll Do It for Half","MOVIE",2020,NA,51,NA,5.7,444,3.02,5.6,"comedy","USA"
"Spirit Riding Free: Spirit of Christmas","MOVIE",2019,"PG",45,NA,5.2,122,13.018,7,"animation","USA"
"Maska","MOVIE",2020,NA,111,NA,5.8,1433,2.97,6,"comedy","India"
"Sexy Central","SHOW",2019,"TV-MA",30,1,NA,NA,4.701,5,"comedy","Other"
"The Letter Reader","MOVIE",2019,NA,29,NA,NA,NA,2.218,6.8,"drama","Other"
"Class of '83","MOVIE",2020,NA,98,NA,5.8,5571,3.639,5.6,"crime","India"
"True: Wuzzle Wegg Day","MOVIE",2020,NA,23,NA,NA,NA,1.162,NA,"animation","Canada"
"The Car: Road to Revenge","MOVIE",2019,NA,89,NA,4,1082,33.028,6.5,"thriller","USA"
"Vir Das: For India","MOVIE",2020,NA,75,NA,7.7,1232,4.731,8.3,"comedy","India"
"Mike Epps: Only One Mike","MOVIE",2019,NA,63,NA,4.7,295,3.111,6.6,"comedy","USA"
"Revenge of the Pontianak","MOVIE",2019,NA,92,NA,5.3,267,3.483,5.2,"romance","Other"
"The Path of the Anaconda","MOVIE",2019,NA,73,NA,6.8,269,6.196,6.7,"documentation","Other"
"Quam's Money","MOVIE",2020,NA,114,NA,NA,NA,2.447,4,"action","Nigeria"
"Super Monsters: The New Class","MOVIE",2020,NA,24,NA,NA,NA,2.458,6.5,"animation","Canada"
"Aaviri","MOVIE",2019,NA,113,NA,4,95,0.702,4,"thriller","India"
"Chaman Bahar","MOVIE",2020,NA,111,NA,7,6732,1.839,5.3,"drama","India"
"Dorasani","MOVIE",2019,NA,130,NA,5.8,195,1.137,4,"drama","India"
"StarBeam: Halloween Hero","MOVIE",2020,NA,33,NA,NA,NA,5.264,8,"animation","Canada"
"Kaake Da Viyah","MOVIE",2019,NA,133,NA,5,73,0.98,6,"comedy","India"
"Yeh Ballet","MOVIE",2020,"PG-13",117,NA,7.5,1312,8.378,7.7,"drama","India"
"Super Monsters Back to School","MOVIE",2019,NA,23,NA,6.2,29,3.101,6.3,"animation","Canada"
"Whipped","MOVIE",2020,NA,97,NA,NA,NA,2.267,6.4,"romance","Indonesia"
"Cairo's Class","SHOW",2019,"TV-14",33,1,NA,NA,4.521,8,"drama","Other"
"Marjoun and the Flying Headscarf","MOVIE",2019,NA,84,NA,6.8,37,2.093,NA,"drama","USA"
"Arashi's Diary: Voyage","SHOW",2019,"TV-Y7",31,1,7.7,42,2.055,9.5,"documentation","Japan"
"True: Friendship Day","MOVIE",2020,NA,23,NA,6.8,22,1.719,10,"animation","Canada"
"Hello, Privilege. It's Me, Chelsea","MOVIE",2019,NA,64,NA,4.5,1972,6.254,5.6,"documentation","USA"
"Go! Go! Cory Carson: The Chrissy","MOVIE",2020,"G",42,NA,NA,NA,2.112,6,"animation","Japan"
"Maradona's Legs","MOVIE",2019,NA,24,NA,NA,NA,1.26,8.5,"drama","Other"
"Bombay Rose","MOVIE",2019,"PG-13",97,NA,6.2,608,2.118,6.7,"romance","France"
"Thottappan","MOVIE",2019,NA,140,NA,6.9,366,1.4,6,"drama","India"
"Luccas Neto em: Uma Babá Muito Esquisita","MOVIE",2019,NA,75,NA,3,36,1.771,7.1,"comedy","Brazil"
"I'm Leaving Now","MOVIE",2019,NA,74,NA,6.5,108,2.38,6,"documentation","Mexico"
"Spirit Riding Free: Ride Along Adventure","MOVIE",2020,NA,22,NA,5.9,60,2.994,8.7,"animation","USA"
"El límite infinito","MOVIE",2020,NA,47,NA,NA,NA,2.112,1,"documentation","Argentina"
"Fan Girl","MOVIE",2020,NA,100,NA,6.7,366,5.084,7.6,"drama","Philippines"
"122","MOVIE",2019,"R",95,NA,6.2,5530,2.923,5.9,"horror","Other"
"A Trash Truck Christmas","MOVIE",2020,"G",28,NA,5.5,212,22.042,6.5,"animation","USA"
"Lugar de Mulher","SHOW",2019,NA,15,1,4.7,35,4.847,10,"comedy","Brazil"
"Yours Sincerely, Kanan Gill","MOVIE",2020,NA,72,NA,7.2,948,1.854,6.1,"comedy","India"
"The Zoya Factor","MOVIE",2019,NA,134,NA,4.2,2378,3.899,5.8,"romance","India"
"Mere Pyare Prime Minister","MOVIE",2019,NA,104,NA,6.8,635,1.908,7.2,"drama","India"
"A Thousand Goodnights","SHOW",2019,NA,84,1,8,93,7.487,4.9,"drama","Taiwan"
"Red Snow","MOVIE",2019,NA,100,NA,4.6,154,1.917,5,"drama","Canada"
"Ibrahim: A Fate to Define","MOVIE",2019,NA,75,NA,7.5,29,0.649,NA,"documentation","Other"
"To Be of Service","MOVIE",2019,NA,88,NA,7.3,90,2.303,5.7,"documentation","USA"
"It Takes a Lunatic","MOVIE",2019,NA,126,NA,6.6,170,3.923,5.6,"documentation","USA"
"What are the Odds?","MOVIE",2019,NA,92,NA,5.3,832,1.097,6,"drama","India"
"The App","MOVIE",2019,NA,79,NA,2.7,1329,12.481,2.9,"scifi","Italy"
"Amit Tandon: Family Tandoncies","MOVIE",2020,NA,72,NA,7,250,2.099,6.7,"comedy","India"
"Belmonte","MOVIE",2019,NA,75,NA,6.1,376,1.507,5.4,"drama","Other"
"Love Like the Falling Rain","MOVIE",2020,NA,86,NA,4.9,200,3.241,6.2,"drama","Indonesia"
"Bombairiya","MOVIE",2019,NA,108,NA,4.5,418,1.632,7.5,"crime","India"
"Hello, Love, Goodbye","MOVIE",2019,NA,118,NA,7.4,1033,8.244,6,"drama","Other"
"Kilometers and Kilometers","MOVIE",2020,NA,129,NA,6.4,1538,2.537,5.6,"drama","India"
"Love for Sale 2","MOVIE",2019,NA,92,NA,7,549,3.392,7.1,"drama","Indonesia"
"Los Tigres del Norte at Folsom Prison","MOVIE",2019,NA,64,NA,7,170,4.22,5.8,"documentation","USA"
"Cops and Robbers","MOVIE",2020,"PG-13",8,NA,6.9,NA,4.434,7,"animation","USA"
"Nailed It! Germany","SHOW",2020,"TV-14",35,1,5.7,100,3.934,10,"reality","Germany"
"Sarvam Thaala Mayam","MOVIE",2019,"PG",133,NA,7.6,1231,2.003,7.2,"drama","India"
"Miranda Sings Live... Your Welcome","MOVIE",2019,NA,61,NA,5.5,418,4.382,5.7,"comedy","USA"
"Jeff Garlin: Our Man in Chicago","MOVIE",2019,NA,58,NA,5.9,422,2.195,6.3,"comedy","UK"
"Hope Ranch","MOVIE",2020,NA,81,NA,4.3,229,2.479,6.7,"family","USA"
"Six Windows in the Desert","SHOW",2020,"TV-14",21,1,4.3,3074,1.4,10,"drama","Other"
"Isa Pa with Feelings","MOVIE",2019,NA,102,NA,7.9,332,2.226,7.4,"comedy","Philippines"
"Scams","SHOW",2019,NA,24,1,6.4,362,4.7,6.7,"action","Japan"
"Kasanova","MOVIE",2019,NA,115,NA,6.7,43,2.371,9.5,"romance","Nigeria"
"Reframe THEATER EXPERIENCE with you","MOVIE",2020,NA,84,NA,NA,NA,2.084,7,"music","Japan"
"K. D.","MOVIE",2019,NA,119,NA,8.5,1750,1.708,7.6,"drama","India"
"Zulu Man in Japan","MOVIE",2020,NA,44,NA,NA,NA,0.833,NA,"documentation","Other"
"We Are One","MOVIE",2020,NA,86,NA,4.6,92,4.311,5.8,"documentation","France"
"Cuddle Weather","MOVIE",2019,NA,95,NA,NA,NA,3.602,4.6,"drama","Philippines"
"Martin Matte: La vie, la mort... eh la la..!","MOVIE",2019,NA,61,NA,6.5,102,2.185,7.5,"comedy","Canada"
"Small Chops","MOVIE",2020,NA,98,NA,2.9,30,1.159,NA,"drama","Nigeria"
"Finding Agnes","MOVIE",2020,NA,105,NA,4.9,155,2.447,5.5,"drama","Philippines"
"Perfume Imaginary Museum “Time Warp”","MOVIE",2020,NA,53,NA,6.5,23,2.414,7,"music","Japan"
"Pegasus","MOVIE",2019,NA,98,NA,6.3,1727,7.225,6.4,"comedy","China"
"Kannum Kannum Kollaiyadithaal","MOVIE",2020,NA,162,NA,7.7,6647,3.926,6.8,"comedy","India"
"Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna","MOVIE",2019,NA,45,NA,NA,NA,0.6,6,"documentation","Japan"
"Wait, My Youth","SHOW",2019,"TV-PG",36,1,8.1,121,5.345,9,"drama","China"
"GIMS: On the Record","MOVIE",2020,NA,96,NA,6.8,207,4.031,7.3,"music","France"
"Bangkok Buddies","SHOW",2019,"TV-MA",40,1,6.8,17,0.926,10,"comedy","Other"
"Leyla Everlasting","MOVIE",2020,NA,112,NA,3.7,7453,4.08,3.5,"comedy","Turkey"
"Bigflo & Oli: Hip Hop Frenzy","MOVIE",2020,NA,100,NA,6.7,118,4.684,7.1,"documentation","France"
"27 Steps of May","MOVIE",2019,NA,112,NA,8.1,466,2.141,8.6,"drama","Indonesia"
"Pinky Malinky","SHOW",2019,"TV-Y7",13,3,5.8,865,8.557,5,"comedy","USA"
"Single Slipper Size - 7","MOVIE",2019,NA,120,NA,8.4,3073,2.234,8.3,"drama","India"
"Wave of Cinema: Filosofi Kopi","MOVIE",2020,NA,90,NA,NA,NA,0.62,NA,"documentation","Indonesia"
"The Charming Stepmom","SHOW",2019,"TV-14",56,1,7.8,17,6.55,10,"family","Other"
"Mallesham","MOVIE",2019,NA,131,NA,8.3,1036,2.162,7.6,"drama","India"
"Deon Cole: Cole Hearted","MOVIE",2019,NA,69,NA,6.9,883,3.044,6.5,"comedy","USA"
"15 August","MOVIE",2019,NA,124,NA,5.8,273,1.911,7,"romance","India"
"Sab el-Burumbah","MOVIE",2019,NA,95,NA,5.5,483,2.327,5.6,"comedy","Other"
"Mehandi Circus","MOVIE",2019,NA,135,NA,7.4,543,1.852,6.1,"drama","India"
"David Batra: Elephant in The Room","MOVIE",2020,NA,77,NA,5.9,196,2.744,8,"comedy","Other"
"A New York Christmas Wedding","MOVIE",2020,NA,88,NA,5.3,1111,7.913,5.8,"drama","USA"
"Sanitation Day","MOVIE",2020,NA,104,NA,3.3,17,2.023,NA,"thriller","Nigeria"
"The Millions","MOVIE",2019,NA,94,NA,5.5,38,1.4,NA,"comedy","Nigeria"
"One Day We'll Talk About Today","MOVIE",2020,NA,121,NA,7.4,1116,2.755,7.8,"drama","Indonesia"
"Once Upon a Time in Lingjian Mountain","SHOW",2019,"TV-14",45,2,7.5,261,9.584,7.7,"action","China"
"The Perfect Picture: Ten Years Later","MOVIE",2019,NA,150,NA,6.2,48,1.505,NA,"comedy","Other"
"Dreamy Eyes","MOVIE",2019,NA,117,NA,NA,NA,2.611,6.9,"romance","Other"
"True: Terrific Tales","SHOW",2020,NA,8,1,5.7,22,2.123,9,"animation","USA"
"The Beginning of Life 2: Outside","MOVIE",2020,"G",92,NA,8.1,18,1.369,8.5,"documentation","Brazil"
"Arsenio Hall: Smart and Classy","MOVIE",2019,NA,63,NA,NA,NA,2.606,5.9,"comedy","USA"
"Somewhere Only We Know","SHOW",2019,"TV-MA",58,1,7.3,158,6.363,9,"drama","China"
"Motu Patlu in the Game of Zones","MOVIE",2020,NA,87,NA,NA,NA,0.943,10,"fantasy","India"
"Wira","MOVIE",2019,NA,108,NA,NA,NA,3.383,5.4,"drama","Other"
"Anitta: Made in Honório","SHOW",2020,"TV-MA",29,1,6.8,398,5.792,5.5,"documentation","Brazil"
"True: Winter Wishes","MOVIE",2019,"G",45,NA,NA,NA,3.499,6.4,"animation","Canada"
"Answer for Heaven","SHOW",2019,NA,44,1,NA,NA,3.762,9,"comedy","Other"
"All Because of You","MOVIE",2020,NA,101,NA,4.2,217,5.748,6.6,"comedy","Other"
"Uriyadi 2","MOVIE",2019,"G",119,NA,7.1,880,1.678,6.9,"thriller","India"
"The End","MOVIE",2019,NA,97,NA,NA,NA,1.4,NA,"crime","Other"
"Guddiyan Patole","MOVIE",2019,NA,127,NA,7,704,1.634,9.3,"comedy","India"
"Albert  Pinto Ko Gussa Kyun Aata Hai?","MOVIE",2019,NA,82,NA,5.5,1968,1.4,4,"drama","India"
"Maniyarayile Ashokan","MOVIE",2020,NA,110,NA,4.7,1235,3.039,3.6,"drama","India"
"Futmalls.com","SHOW",2020,"TV-14",40,1,6.4,182,3.412,10,"thriller","Taiwan"
"Valentino","SHOW",2020,"TV-14",39,1,5.2,213,2.902,6.5,"comedy","Other"
"Chippa","MOVIE",2019,"G",90,NA,6.4,1087,1.817,5,"drama","India"
"A Go! Go! Cory Carson Summer Camp","MOVIE",2020,NA,20,NA,NA,NA,1.285,2.7,"animation","USA"
"American Factory: A Conversation with the Obamas","MOVIE",2019,NA,10,NA,NA,NA,2.061,5.5,"documentation","USA"
"4th Republic","MOVIE",2019,NA,119,NA,6.2,29,1.261,8,"thriller","Nigeria"
"A Tale of Two Kitchens","MOVIE",2019,NA,29,NA,6.5,145,1.941,6.6,"documentation","USA"
"Mokalik (Mechanic)","MOVIE",2019,NA,100,NA,6.2,148,1.523,5.3,"comedy","Nigeria"
"The Body Remembers When the World Broke Open","MOVIE",2019,NA,105,NA,7,731,1.929,7.3,"drama","Canada"
"2 Weeks in Lagos","MOVIE",2019,NA,107,NA,6.6,33,0.72,NA,"romance","Nigeria"
"The Claudia Kishi Club","MOVIE",2020,NA,17,NA,NA,NA,3.058,4.7,"documentation","USA"
"Kids on the Block","MOVIE",2019,NA,103,NA,5.7,349,2.528,5,"comedy","Turkey"
"J-Style Trip","SHOW",2020,"TV-14",64,1,4.9,111,3.946,7.5,"reality","China"
"Horrid Henry's Gross Day Out","MOVIE",2020,NA,61,NA,6.1,47,1.948,1,"animation","UK"
"Soulmate","MOVIE",2020,NA,106,NA,NA,NA,1.54,5.8,"romance","Other"
"The Knight and the Princess","MOVIE",2019,"PG",97,NA,5.9,375,2.567,NA,"comedy","Other"
"After Maria","MOVIE",2019,NA,36,NA,NA,NA,2.893,5.5,"documentation","USA"
"Penalty","MOVIE",2019,NA,128,NA,5.3,859,1.632,5,"sport","India"
"3 Logical Exits","MOVIE",2020,NA,15,NA,NA,NA,0.907,NA,"documentation","Other"
"The 9th Precinct","MOVIE",2019,NA,94,NA,5.6,521,3.335,6.4,"fantasy","Taiwan"
"Malaal","MOVIE",2019,NA,136,NA,5.9,1036,2.136,5.3,"romance","India"
"The Magic School Bus Rides Again: The Frizz Connection","MOVIE",2020,NA,44,NA,NA,NA,3.397,7.7,"animation","USA"
"Evvarikee Cheppoddu","MOVIE",2019,NA,133,NA,7.2,404,1.312,7,"drama","India"
"Nasha Natasha","MOVIE",2020,NA,83,NA,6.4,299,3.655,6.7,"documentation","Other"
"Super Monsters Save Christmas","MOVIE",2019,"G",24,NA,4.8,57,3.633,6,"animation","USA"
"Luckee","MOVIE",2019,NA,113,NA,4.7,44,0.84,5,"comedy","India"
"Kalek Shanab","MOVIE",2019,"PG-13",80,NA,NA,NA,1.165,NA,"comedy","Other"
"Amsterdam to Anatolia","MOVIE",2019,NA,6,NA,NA,NA,0.731,6,"thriller","Other"
"Sincerely Yours, Dhaka","MOVIE",2019,NA,134,NA,6.9,653,2.374,8,"drama","Other"
"Marked","MOVIE",2019,NA,20,NA,NA,NA,0.685,NA,"documentation","Nigeria"
"Saavat","MOVIE",2019,NA,117,NA,6.6,166,1.844,7,"thriller","India"
"Finding Hubby","MOVIE",2020,NA,104,NA,NA,NA,1.332,3,"comedy","Nigeria"
"PNL - Dans la légende tour","MOVIE",2020,NA,18,NA,NA,NA,2.385,6.2,"documentation","France"
"Krutant","MOVIE",2019,NA,116,NA,6.4,104,1.14,NA,"drama","India"
"糖糖Online","SHOW",2019,"TV-MA",24,1,5.5,21,0.6,10,"drama","Taiwan"
"This Earth of Mankind","MOVIE",2019,NA,181,NA,6.9,729,4.542,7.3,"drama","Indonesia"
"Holy Expectations","MOVIE",2019,NA,89,NA,5.2,26,2.307,6.5,"comedy","Other"
"Classmates Minus","MOVIE",2020,"R",122,NA,7.1,1543,4.316,7.5,"comedy","Taiwan"
"Masameer: The Movie","MOVIE",2020,NA,112,NA,5.9,2233,3.765,6.2,"comedy","Other"
"Sethum Aayiram Pon","MOVIE",2019,"G",102,NA,7.2,343,1.952,6,"family","India"
"Super Monsters: Dia de los Monsters","MOVIE",2020,"G",25,NA,NA,NA,4.43,7.6,"animation","USA"
"The App That Stole Christmas","MOVIE",2020,"PG",63,NA,3.7,734,2.503,4.5,"drama","USA"
"Ali & Alia","MOVIE",2019,"PG-13",105,NA,5,33,0.606,NA,"romance","Other"
"Blue, Painful, and Brittle","MOVIE",2020,NA,118,NA,NA,NA,1.809,6,"action","Japan"
